CONCESSIONARIA,SUBGRUPO,MODALIDADE,CLASSE,SUBCLASSE,POSTO,UNIDADE,Total TUSD,Total TE
CRERAL,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,44.26,0.0
CRERAL,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,96.69,196.57
CRERAL,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,10.81,0.0
CRERAL,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,26.75,0.0
CRERAL,B1,Branca,Residencial,Residencial,Ponta,MWh,1480.15,196.57
CRERAL,B1,Branca,Residencial,Residencial,Intermediário,MWh,943.25,196.57
CRERAL,B1,Branca,Residencial,Residencial,Fora ponta,MWh,406.35,196.57
CRERAL,B1,Convencional,Residencial,Baixa Renda,Não se aplica,MWh,466.8,196.57
CRERAL,B1,Convencional,Residencial,Residencial,Não se aplica,MWh,570.89,196.57
CRERAL,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,MWh,466.8,196.57
CRERAL,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,MWh,570.89,196.57
CRERAL,B2,Branca,Rural,Cooperativa de eletrificação rural,Ponta,MWh,1236.68,184.77
CRERAL,B2,Branca,Rural,Cooperativa de eletrificação rural,Intermediário,MWh,683.16,184.77
CRERAL,B2,Branca,Rural,Cooperativa de eletrificação rural,Fora ponta,MWh,406.39,184.77
CRERAL,B2,Branca,Rural,Não se aplica,Ponta,MWh,1236.68,184.77
CRERAL,B2,Branca,Rural,Não se aplica,Intermediário,MWh,683.16,184.77
CRERAL,B2,Branca,Rural,Não se aplica,Fora ponta,MWh,406.39,184.77
CRERAL,B2,Branca,Rural,Serviço público de irrigação rural,Ponta,MWh,1210.37,180.84
CRERAL,B2,Branca,Rural,Serviço público de irrigação rural,Intermediário,MWh,668.62,180.84
CRERAL,B2,Branca,Rural,Serviço público de irrigação rural,Fora ponta,MWh,397.75,180.84
CRERAL,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,536.63,184.77
CRERAL,B2,Convencional,Rural,Não se aplica,Não se aplica,MWh,536.63,184.77
CRERAL,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,MWh,525.22,180.84
CRERAL,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,536.63,184.77
CRERAL,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,MWh,536.63,184.77
CRERAL,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,MWh,525.22,180.84
CRERAL,B3,Branca,Não se aplica,Não se aplica,Ponta,MWh,1545.1,196.57
CRERAL,B3,Branca,Não se aplica,Não se aplica,Intermediário,MWh,982.22,196.57
CRERAL,B3,Branca,Não se aplica,Não se aplica,Fora ponta,MWh,419.34,196.57
CRERAL,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,570.89,196.57
CRERAL,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,MWh,570.89,196.57
CRERAL,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,MWh,313.99,108.11
CRERAL,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,MWh,342.53,117.94
DCELT,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,10.09,0.0
DCELT,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,42.38,0.0
DCELT,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,10.09,0.0
DCELT,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,16.91,0.0
DCELT,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,122.95,358.24
DCELT,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,42.38,0.0
DCELT,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,122.95,232.25
DCELT,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,16.91,0.0
DCELT,A4,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.82,0.0
DCELT,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,1039.64,0.0
DCELT,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,16.91,0.0
DCELT,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,10.09,0.0
DCELT,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,1152.5,358.24
DCELT,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,16.91,0.0
DCELT,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,122.95,232.25
DCELT,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,3.23,0.0
DCELT,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,10.32,0.0
DCELT,B1,Branca,Residencial,Residencial,Ponta,MWh,794.12,358.24
DCELT,B1,Branca,Residencial,Residencial,Intermediário,MWh,538.86,232.25
DCELT,B1,Branca,Residencial,Residencial,Fora ponta,MWh,283.61,232.25
DCELT,B1,Convencional,Residencial,Baixa Renda,Não se aplica,MWh,234.28,242.75
DCELT,B1,Convencional,Residencial,Residencial,Não se aplica,MWh,365.21,242.75
DCELT,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,MWh,234.28,242.75
DCELT,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,MWh,365.21,242.75
DCELT,B2,Branca,Rural,Cooperativa de eletrificação rural,Ponta,MWh,746.47,336.75
DCELT,B2,Branca,Rural,Cooperativa de eletrificação rural,Intermediário,MWh,506.53,218.31
DCELT,B2,Branca,Rural,Cooperativa de eletrificação rural,Fora ponta,MWh,266.59,218.31
DCELT,B2,Branca,Rural,Não se aplica,Ponta,MWh,746.47,336.75
DCELT,B2,Branca,Rural,Não se aplica,Intermediário,MWh,506.53,218.31
DCELT,B2,Branca,Rural,Não se aplica,Fora ponta,MWh,266.59,218.31
DCELT,B2,Branca,Rural,Serviço público de irrigação rural,Ponta,MWh,730.59,329.58
DCELT,B2,Branca,Rural,Serviço público de irrigação rural,Intermediário,MWh,495.75,213.67
DCELT,B2,Branca,Rural,Serviço público de irrigação rural,Fora ponta,MWh,260.92,213.67
DCELT,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,343.3,228.18
DCELT,B2,Convencional,Rural,Não se aplica,Não se aplica,MWh,343.3,228.18
DCELT,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,MWh,335.99,223.33
DCELT,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,343.3,228.18
DCELT,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,MWh,343.3,228.18
DCELT,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,MWh,335.99,223.33
DCELT,B3,Branca,Não se aplica,Não se aplica,Ponta,MWh,898.73,358.24
DCELT,B3,Branca,Não se aplica,Não se aplica,Intermediário,MWh,601.63,232.25
DCELT,B3,Branca,Não se aplica,Não se aplica,Fora ponta,MWh,304.53,232.25
DCELT,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,365.21,242.75
DCELT,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,MWh,365.21,242.75
DCELT,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,MWh,200.86,133.51
DCELT,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,MWh,219.12,145.65
DMED,A2,Azul,Não se aplica,Não se aplica,Ponta,MWh,10.5,0.0
DMED,A2,Azul,Não se aplica,Não se aplica,Ponta,kW,15.61,0.0
DMED,A2,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,10.5,0.0
DMED,A2,Azul,Não se aplica,Não se aplica,Fora ponta,kW,6.8,0.0
DMED,A2,Azul,Não se aplica,Não se aplica,Ponta,MWh,82.83,486.44
DMED,A2,Azul,Não se aplica,Não se aplica,Ponta,kW,15.61,0.0
DMED,A2,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,82.83,299.18
DMED,A2,Azul,Não se aplica,Não se aplica,Fora ponta,kW,6.8,0.0
DMED,A3,Azul,Não se aplica,Não se aplica,Ponta,MWh,2.57,0.0
DMED,A3,Azul,Não se aplica,Não se aplica,Ponta,kW,31.1,0.0
DMED,A3,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,2.57,0.0
DMED,A3,Azul,Não se aplica,Não se aplica,Fora ponta,kW,12.0,0.0
DMED,A3,Azul,Não se aplica,Não se aplica,Ponta,MWh,92.28,486.44
DMED,A3,Azul,Não se aplica,Não se aplica,Ponta,kW,31.1,0.0
DMED,A3,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,92.28,299.18
DMED,A3,Azul,Não se aplica,Não se aplica,Fora ponta,kW,12.0,0.0
DMED,A3,Geração,Não se aplica,Não se aplica,Não se aplica,kW,11.6,0.0
DMED,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,7.18,0.0
DMED,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,40.96,0.0
DMED,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,7.18,0.0
DMED,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,16.04,0.0
DMED,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,122.14,379.31
DMED,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,40.96,0.0
DMED,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,122.14,231.69
DMED,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,16.04,0.0
DMED,A4,Geração,Não se aplica,Não se aplica,Não se aplica,kW,3.74,0.0
DMED,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,1002.86,0.0
DMED,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,16.04,0.0
DMED,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,7.18,0.0
DMED,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,1117.83,379.31
DMED,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,16.04,0.0
DMED,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,122.14,231.69
DMED,AS,Azul,Não se aplica,Não se aplica,Ponta,MWh,36.87,0.0
DMED,AS,Azul,Não se aplica,Não se aplica,Ponta,kW,70.69,0.0
DMED,AS,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,36.87,0.0
DMED,AS,Azul,Não se aplica,Não se aplica,Fora ponta,kW,13.46,0.0
DMED,AS,Azul,Não se aplica,Não se aplica,Ponta,MWh,170.2,379.31
DMED,AS,Azul,Não se aplica,Não se aplica,Ponta,kW,70.69,0.0
DMED,AS,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,170.2,231.69
DMED,AS,Azul,Não se aplica,Não se aplica,Fora ponta,kW,13.46,0.0
DMED,AS,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,170.2,0.0
DMED,AS,Convencional,Não se aplica,Não se aplica,Não se aplica,kW,64.35,0.0
DMED,AS,Verde,Não se aplica,Não se aplica,Ponta,MWh,1754.84,0.0
DMED,AS,Verde,Não se aplica,Não se aplica,Não se aplica,kW,13.46,0.0
DMED,AS,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,36.87,0.0
DMED,AS,Verde,Não se aplica,Não se aplica,Ponta,MWh,1888.17,379.31
DMED,AS,Verde,Não se aplica,Não se aplica,Não se aplica,kW,13.46,0.0
DMED,AS,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,170.2,231.69
DMED,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,2.92,0.0
DMED,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,7.78,0.0
DMED,B1,Branca,Residencial,Residencial,Ponta,MWh,871.16,379.31
DMED,B1,Branca,Residencial,Residencial,Intermediário,MWh,586.45,231.69
DMED,B1,Branca,Residencial,Residencial,Fora ponta,MWh,301.74,231.69
DMED,B1,Convencional,Residencial,Baixa Renda,Não se aplica,MWh,301.37,244.0
DMED,B1,Convencional,Residencial,Residencial,Não se aplica,MWh,409.13,244.0
DMED,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,MWh,301.37,244.0
DMED,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,MWh,409.13,244.0
DMED,B2,Branca,Rural,Cooperativa de eletrificação rural,Ponta,MWh,877.58,356.55
DMED,B2,Branca,Rural,Cooperativa de eletrificação rural,Intermediário,MWh,586.47,217.79
DMED,B2,Branca,Rural,Cooperativa de eletrificação rural,Fora ponta,MWh,295.37,217.79
DMED,B2,Branca,Rural,Não se aplica,Ponta,MWh,877.58,356.55
DMED,B2,Branca,Rural,Não se aplica,Intermediário,MWh,586.47,217.79
DMED,B2,Branca,Rural,Não se aplica,Fora ponta,MWh,295.37,217.79
DMED,B2,Branca,Rural,Serviço público de irrigação rural,Ponta,MWh,858.91,348.97
DMED,B2,Branca,Rural,Serviço público de irrigação rural,Intermediário,MWh,573.99,213.15
DMED,B2,Branca,Rural,Serviço público de irrigação rural,Fora ponta,MWh,289.08,213.15
DMED,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,384.58,229.36
DMED,B2,Convencional,Rural,Não se aplica,Não se aplica,MWh,384.58,229.36
DMED,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,MWh,376.4,224.48
DMED,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,384.58,229.36
DMED,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,MWh,384.58,229.36
DMED,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,MWh,376.4,224.48
DMED,B3,Branca,Não se aplica,Não se aplica,Ponta,MWh,921.1,379.31
DMED,B3,Branca,Não se aplica,Não se aplica,Intermediário,MWh,616.42,231.69
DMED,B3,Branca,Não se aplica,Não se aplica,Fora ponta,MWh,311.73,231.69
DMED,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,409.13,244.0
DMED,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,MWh,409.13,244.0
DMED,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,MWh,225.02,134.2
DMED,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,MWh,245.48,146.4
EBO,A3,Azul,Não se aplica,Não se aplica,Ponta,MWh,3.7199999999999998,0.0
EBO,A3,Azul,Não se aplica,Não se aplica,Ponta,kW,11.73,0.0
EBO,A3,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,3.7199999999999998,0.0
EBO,A3,Azul,Não se aplica,Não se aplica,Fora ponta,kW,5.67,0.0
EBO,A3,Azul,Não se aplica,Não se aplica,Ponta,MWh,37.84,385.47
EBO,A3,Azul,Não se aplica,Não se aplica,Ponta,kW,11.73,0.0
EBO,A3,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,37.84,238.55
EBO,A3,Azul,Não se aplica,Não se aplica,Fora ponta,kW,5.67,0.0
EBO,A3,Distribuição,Não se aplica,Não se aplica,Ponta,kW,12.8,0.0
EBO,A3,Distribuição,Não se aplica,Não se aplica,Não se aplica,MWh,3.12,0.0
EBO,A3,Distribuição,Não se aplica,Não se aplica,Fora ponta,kW,6.18,0.0
EBO,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,8.25,0.0
EBO,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,36.18,0.0
EBO,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,8.25,0.0
EBO,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,17.86,0.0
EBO,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,49.79,385.47
EBO,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,36.18,0.0
EBO,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,49.79,238.55
EBO,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,17.86,0.0
EBO,A4,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,0.0,250.79
EBO,A4,Distribuição,Não se aplica,Não se aplica,Ponta,kW,22.27,0.0
EBO,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,MWh,6.28,0.0
EBO,A4,Distribuição,Não se aplica,Não se aplica,Fora ponta,kW,11.64,0.0
EBO,A4,Geração,Não se aplica,Não se aplica,Não se aplica,kW,9.06,0.0
EBO,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,887.33,0.0
EBO,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,17.86,0.0
EBO,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,8.25,0.0
EBO,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,928.87,385.47
EBO,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,17.86,0.0
EBO,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,49.79,238.55
EBO,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,9.64,0.0
EBO,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,16.61,0.0
EBO,B1,Branca,Residencial,Residencial,Ponta,MWh,763.93,385.47
EBO,B1,Branca,Residencial,Residencial,Intermediário,MWh,485.66,238.55
EBO,B1,Branca,Residencial,Residencial,Fora ponta,MWh,207.38,238.55
EBO,B1,Convencional,Residencial,Baixa Renda,Não se aplica,MWh,238.71,250.79
EBO,B1,Convencional,Residencial,Residencial,Não se aplica,MWh,285.65,250.79
EBO,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,MWh,238.71,250.79
EBO,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,MWh,285.65,250.79
EBO,B2,Branca,Rural,Cooperativa de eletrificação rural,Ponta,MWh,718.1,362.34
EBO,B2,Branca,Rural,Cooperativa de eletrificação rural,Intermediário,MWh,456.52,224.24
EBO,B2,Branca,Rural,Cooperativa de eletrificação rural,Fora ponta,MWh,194.94,224.24
EBO,B2,Branca,Rural,Não se aplica,Ponta,MWh,718.1,362.34
EBO,B2,Branca,Rural,Não se aplica,Intermediário,MWh,456.52,224.24
EBO,B2,Branca,Rural,Não se aplica,Fora ponta,MWh,194.94,224.24
EBO,B2,Branca,Rural,Serviço público de irrigação rural,Ponta,MWh,702.82,354.63
EBO,B2,Branca,Rural,Serviço público de irrigação rural,Intermediário,MWh,446.8,219.47
EBO,B2,Branca,Rural,Serviço público de irrigação rural,Fora ponta,MWh,190.79,219.47
EBO,B2,Convencional,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,268.51,235.75
EBO,B2,Convencional,Rural,Não se aplica,Não se aplica,MWh,268.51,235.75
EBO,B2,Convencional,Rural,Serviço público de irrigação rural,Não se aplica,MWh,262.79,230.73
EBO,B2,Convencional pré-pagamento,Rural,Cooperativa de eletrificação rural,Não se aplica,MWh,268.51,235.75
EBO,B2,Convencional pré-pagamento,Rural,Não se aplica,Não se aplica,MWh,268.51,235.75
EBO,B2,Convencional pré-pagamento,Rural,Serviço público de irrigação rural,Não se aplica,MWh,262.79,230.73
EBO,B3,Branca,Não se aplica,Não se aplica,Ponta,MWh,774.8,385.47
EBO,B3,Branca,Não se aplica,Não se aplica,Intermediário,MWh,492.18,238.55
EBO,B3,Branca,Não se aplica,Não se aplica,Fora ponta,MWh,209.55,238.55
EBO,B3,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,285.65,250.79
EBO,B3,Convencional pré-pagamento,Não se aplica,Não se aplica,Não se aplica,MWh,285.65,250.79
EBO,B4,Convencional,Iluminação pública,Iluminação pública – B4a,Não se aplica,MWh,157.1,137.94
EBO,B4,Convencional,Iluminação pública,Iluminação pública – B4b,Não se aplica,MWh,171.39,150.48
EDP ES,A2,Azul,Não se aplica,Não se aplica,Ponta,MWh,7.04,0.0
EDP ES,A2,Azul,Não se aplica,Não se aplica,Ponta,kW,21.04,0.0
EDP ES,A2,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,7.04,0.0
EDP ES,A2,Azul,Não se aplica,Não se aplica,Fora ponta,kW,9.81,0.0
EDP ES,A2,Azul,Não se aplica,Não se aplica,Ponta,MWh,90.25,422.6
EDP ES,A2,Azul,Não se aplica,Não se aplica,Ponta,kW,21.04,0.0
EDP ES,A2,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,90.25,263.8
EDP ES,A2,Azul,Não se aplica,Não se aplica,Fora ponta,kW,9.81,0.0
EDP ES,A2,Distribuição,Não se aplica,Não se aplica,Ponta,kW,23.12,0.0
EDP ES,A2,Distribuição,Não se aplica,Não se aplica,Não se aplica,MWh,1.25,0.0
EDP ES,A2,Distribuição,Não se aplica,Não se aplica,Fora ponta,kW,10.78,0.0
EDP ES,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.34,0.0
EDP ES,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.37,0.0
EDP ES,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.37,0.0
EDP ES,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.37,0.0
EDP ES,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.37,0.0
EDP ES,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.37,0.0
EDP ES,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.37,0.0
EDP ES,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.08,0.0
EDP ES,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.37,0.0
EDP ES,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.37,0.0
EDP ES,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.37,0.0
EDP ES,A2,Geração,Não se aplica,Não se aplica,Não se aplica,kW,5.37,0.0
EDP ES,A3,Azul,Não se aplica,Não se aplica,Ponta,MWh,20.03,0.0
EDP ES,A3,Azul,Não se aplica,Não se aplica,Ponta,kW,43.09,0.0
EDP ES,A3,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,20.03,0.0
EDP ES,A3,Azul,Não se aplica,Não se aplica,Fora ponta,kW,14.13,0.0
EDP ES,A3,Azul,Não se aplica,Não se aplica,Ponta,MWh,103.25,422.6
EDP ES,A3,Azul,Não se aplica,Não se aplica,Ponta,kW,43.09,0.0
EDP ES,A3,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,103.25,263.8
EDP ES,A3,Azul,Não se aplica,Não se aplica,Fora ponta,kW,14.13,0.0
EDP ES,A3,Distribuição,Não se aplica,Não se aplica,Ponta,kW,47.35,0.0
EDP ES,A3,Distribuição,Não se aplica,Não se aplica,Não se aplica,MWh,11.37,0.0
EDP ES,A3,Distribuição,Não se aplica,Não se aplica,Fora ponta,kW,15.53,0.0
EDP ES,A3,Geração,Não se aplica,Não se aplica,Não se aplica,kW,6.23,0.0
EDP ES,A3a,Azul,Não se aplica,Não se aplica,Ponta,MWh,27.41,0.0
EDP ES,A3a,Azul,Não se aplica,Não se aplica,Ponta,kW,45.59,0.0
EDP ES,A3a,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,27.41,0.0
EDP ES,A3a,Azul,Não se aplica,Não se aplica,Fora ponta,kW,30.44,0.0
EDP ES,A3a,Azul,Não se aplica,Não se aplica,Ponta,MWh,134.33,422.6
EDP ES,A3a,Azul,Não se aplica,Não se aplica,Ponta,kW,45.59,0.0
EDP ES,A3a,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,134.33,263.8
EDP ES,A3a,Azul,Não se aplica,Não se aplica,Fora ponta,kW,30.44,0.0
EDP ES,A3a,Convencional,Não se aplica,Não se aplica,Não se aplica,MWh,134.33,277.03
EDP ES,A3a,Convencional,Não se aplica,Não se aplica,Não se aplica,kW,63.26,0.0
EDP ES,A3a,Geração,Não se aplica,Não se aplica,Não se aplica,kW,12.99,0.0
EDP ES,A3a,Verde,Não se aplica,Não se aplica,Ponta,MWh,1133.11,0.0
EDP ES,A3a,Verde,Não se aplica,Não se aplica,Não se aplica,kW,30.44,0.0
EDP ES,A3a,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,27.41,0.0
EDP ES,A3a,Verde,Não se aplica,Não se aplica,Ponta,MWh,1240.02,422.6
EDP ES,A3a,Verde,Não se aplica,Não se aplica,Não se aplica,kW,30.44,0.0
EDP ES,A3a,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,134.33,263.8
EDP ES,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,27.41,0.0
EDP ES,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,45.59,0.0
EDP ES,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,27.41,0.0
EDP ES,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,30.44,0.0
EDP ES,A4,Azul,Não se aplica,Não se aplica,Ponta,MWh,134.33,422.6
EDP ES,A4,Azul,Não se aplica,Não se aplica,Ponta,kW,45.59,0.0
EDP ES,A4,Azul,Não se aplica,Não se aplica,Fora ponta,MWh,134.33,263.8
EDP ES,A4,Azul,Não se aplica,Não se aplica,Fora ponta,kW,30.44,0.0
EDP ES,A4,Distribuição,Não se aplica,Não se aplica,Ponta,kW,30.08,0.0
EDP ES,A4,Distribuição,Não se aplica,Não se aplica,Não se aplica,MWh,11.78,0.0
EDP ES,A4,Distribuição,Não se aplica,Não se aplica,Fora ponta,kW,20.0,0.0
EDP ES,A4,Geração,Não se aplica,Não se aplica,Não se aplica,kW,12.99,0.0
EDP ES,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,1133.11,0.0
EDP ES,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,30.44,0.0
EDP ES,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,27.41,0.0
EDP ES,A4,Verde,Não se aplica,Não se aplica,Ponta,MWh,1240.02,422.6
EDP ES,A4,Verde,Não se aplica,Não se aplica,Não se aplica,kW,30.44,0.0
EDP ES,A4,Verde,Não se aplica,Não se aplica,Fora ponta,MWh,134.33,263.8
EDP ES,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,2.09,0.0
EDP ES,B,Geração,Não se aplica,Não se aplica,Não se aplica,kW,9.16,0.0
EDP ES,B1,Branca,Residencial,Residencial,Ponta,MWh,802.38,422.6
EDP ES,B1,Branca,Residencial,Residencial,Intermediário,MWh,552.46,263.8
EDP ES,B1,Branca,Residencial,Residencial,Fora ponta,MWh,302.54,263.8
EDP ES,B1,Convencional,Residencial,Baixa Renda,Não se aplica,MWh,272.66,277.03
EDP ES,B1,Convencional,Residencial,Residencial,Não se aplica,MWh,396.81,277.03
EDP ES,B1,Convencional pré-pagamento,Residencial,Baixa Renda,Não se aplica,MWh,272.66,277.03
EDP ES,B1,Convencional pré-pagamento,Residencial,Residencial,Não se aplica,MWh,396.81,277.03
